Regiao,Ano,Quantidade,Tipo_Crime
Gama,2024,216,Furto em Veículo
Gama,2024,8,Homicídio
Gama,2024,1,LCSM (Lesão Corporal Seguida de Morte)
Gama,2024,0,Latrocínio
Gama,2024,466,Roubo a Transeunte
Gama,2024,52,Roubo de Veículo
Gama,2024,13,Roubo em Comércio
Gama,2024,0,Roubo em Transporte Coletivo
Guará,2015,717,Furto em Veículo
Guará,2015,15,Homicídio
Guará,2015,1,LCSM (Lesão Corporal Seguida de Morte)
Guará,2015,0,Latrocínio
Guará,2015,879,Roubo a Transeunte
Guará,2015,148,Roubo de Veículo
Guará,2015,77,Roubo em Comércio
Guará,2015,20,Roubo em Transporte Coletivo
Guará,2016,664,Furto em Veículo
Guará,2016,4,Homicídio
Guará,2016,0,LCSM (Lesão Corporal Seguida de Morte)
Guará,2016,2,Latrocínio
Guará,2016,1075,Roubo a Transeunte
Guará,2016,160,Roubo de Veículo
Guará,2016,69,Roubo em Comércio
Guará,2016,13,Roubo em Transporte Coletivo
Guará,2017,564,Furto em Veículo
Guará,2017,3,Homicídio
Guará,2017,0,LCSM (Lesão Corporal Seguida de Morte)
Guará,2017,2,Latrocínio
Guará,2017,971,Roubo a Transeunte
Guará,2017,140,Roubo de Veículo
Guará,2017,61,Roubo em Comércio
Guará,2017,4,Roubo em Transporte Coletivo
Guará,2018,433,Furto em Veículo
Guará,2018,5,Homicídio
Guará,2018,0,LCSM (Lesão Corporal Seguida de Morte)
Guará,2018,0,Latrocínio
Guará,2018,857,Roubo a Transeunte
Guará,2018,112,Roubo de Veículo
Guará,2018,39,Roubo em Comércio
Guará,2018,12,Roubo em Transporte Coletivo
Guará,2019,333,Furto em Veículo
Guará,2019,1,Homicídio
Guará,2019,0,LCSM (Lesão Corporal Seguida de Morte)
Guará,2019,0,Latrocínio
Guará,2019,771,Roubo a Transeunte
Guará,2019,95,Roubo de Veículo
Guará,2019,34,Roubo em Comércio
Guará,2019,6,Roubo em Transporte Coletivo
Guará,2020,212,Furto em Veículo
Guará,2020,3,Homicídio
Guará,2020,0,LCSM (Lesão Corporal Seguida de Morte)
Guará,2020,0,Latrocínio
Guará,2020,399,Roubo a Transeunte
Guará,2020,51,Roubo de Veículo
Guará,2020,15,Roubo em Comércio
Guará,2020,4,Roubo em Transporte Coletivo
Guará,2021,314,Furto em Veículo
Guará,2021,9,Homicídio
Guará,2021,0,LCSM (Lesão Corporal Seguida de Morte)
Guará,2021,1,Latrocínio
Guará,2021,314,Roubo a Transeunte
Guará,2021,23,Roubo de Veículo
Guará,2021,17,Roubo em Comércio
Guará,2021,4,Roubo em Transporte Coletivo
Guará,2022,393,Furto em Veículo
Guará,2022,4,Homicídio
Guará,2022,0,LCSM (Lesão Corporal Seguida de Morte)
Guará,2022,0,Latrocínio
Guará,2022,403,Roubo a Transeunte
Guará,2022,16,Roubo de Veículo
Guará,2022,13,Roubo em Comércio
Guará,2022,7,Roubo em Transporte Coletivo
Guará,2023,231,Furto em Veículo
Guará,2023,3,Homicídio
Guará,2023,0,LCSM (Lesão Corporal Seguida de Morte)
Guará,2023,0,Latrocínio
Guará,2023,348,Roubo a Transeunte
Guará,2023,15,Roubo de Veículo
Guará,2023,15,Roubo em Comércio
Guará,2023,5,Roubo em Transporte Coletivo
Guará,2024,290,Furto em Veículo
Guará,2024,2,Homicídio
Guará,2024,0,LCSM (Lesão Corporal Seguida de Morte)
Guará,2024,0,Latrocínio
Guará,2024,310,Roubo a Transeunte
Guará,2024,16,Roubo de Veículo
Guará,2024,9,Roubo em Comércio
Guará,2024,0,Roubo em Transporte Coletivo
Itapoã,2015,59,Furto em Veículo
Itapoã,2015,30,Homicídio
Itapoã,2015,1,LCSM (Lesão Corporal Seguida de Morte)
Itapoã,2015,0,Latrocínio
Itapoã,2015,925,Roubo a Transeunte
Itapoã,2015,67,Roubo de Veículo
Itapoã,2015,79,Roubo em Comércio
Itapoã,2015,32,Roubo em Transporte Coletivo
Itapoã,2016,61,Furto em Veículo
Itapoã,2016,22,Homicídio
Itapoã,2016,0,LCSM (Lesão Corporal Seguida de Morte)
Itapoã,2016,3,Latrocínio
Itapoã,2016,1360,Roubo a Transeunte
Itapoã,2016,72,Roubo de Veículo
Itapoã,2016,80,Roubo em Comércio
Itapoã,2016,38,Roubo em Transporte Coletivo
Itapoã,2017,55,Furto em Veículo
Itapoã,2017,21,Homicídio
Itapoã,2017,0,LCSM (Lesão Corporal Seguida de Morte)
Itapoã,2017,2,Latrocínio
Itapoã,2017,1348,Roubo a Transeunte
Itapoã,2017,60,Roubo de Veículo
Itapoã,2017,72,Roubo em Comércio
Itapoã,2017,30,Roubo em Transporte Coletivo
Itapoã,2018,70,Furto em Veículo
Itapoã,2018,19,Homicídio
Itapoã,2018,0,LCSM (Lesão Corporal Seguida de Morte)
Itapoã,2018,1,Latrocínio
Itapoã,2018,970,Roubo a Transeunte
Itapoã,2018,46,Roubo de Veículo
Itapoã,2018,42,Roubo em Comércio
Itapoã,2018,21,Roubo em Transporte Coletivo
Itapoã,2019,88,Furto em Veículo
Itapoã,2019,24,Homicídio
Itapoã,2019,0,LCSM (Lesão Corporal Seguida de Morte)
Itapoã,2019,2,Latrocínio
Itapoã,2019,807,Roubo a Transeunte
Itapoã,2019,52,Roubo de Veículo
Itapoã,2019,83,Roubo em Comércio
Itapoã,2019,10,Roubo em Transporte Coletivo
Itapoã,2020,64,Furto em Veículo
Itapoã,2020,15,Homicídio
Itapoã,2020,0,LCSM (Lesão Corporal Seguida de Morte)
Itapoã,2020,0,Latrocínio
Itapoã,2020,700,Roubo a Transeunte
Itapoã,2020,34,Roubo de Veículo
Itapoã,2020,34,Roubo em Comércio
Itapoã,2020,17,Roubo em Transporte Coletivo
Itapoã,2021,76,Furto em Veículo
Itapoã,2021,12,Homicídio
Itapoã,2021,0,LCSM (Lesão Corporal Seguida de Morte)
Itapoã,2021,2,Latrocínio
Itapoã,2021,486,Roubo a Transeunte
Itapoã,2021,31,Roubo de Veículo
Itapoã,2021,31,Roubo em Comércio
Itapoã,2021,15,Roubo em Transporte Coletivo
Itapoã,2022,49,Furto em Veículo
Itapoã,2022,10,Homicídio
Itapoã,2022,0,LCSM (Lesão Corporal Seguida de Morte)
Itapoã,2022,0,Latrocínio
Itapoã,2022,552,Roubo a Transeunte
Itapoã,2022,31,Roubo de Veículo
Itapoã,2022,22,Roubo em Comércio
Itapoã,2022,6,Roubo em Transporte Coletivo
Itapoã,2023,37,Furto em Veículo
Itapoã,2023,13,Homicídio
Itapoã,2023,0,LCSM (Lesão Corporal Seguida de Morte)
Itapoã,2023,1,Latrocínio
Itapoã,2023,308,Roubo a Transeunte
Itapoã,2023,20,Roubo de Veículo
Itapoã,2023,17,Roubo em Comércio
Itapoã,2023,7,Roubo em Transporte Coletivo
Itapoã,2024,38,Furto em Veículo
Itapoã,2024,8,Homicídio
Itapoã,2024,0,LCSM (Lesão Corporal Seguida de Morte)
Itapoã,2024,1,Latrocínio
Itapoã,2024,344,Roubo a Transeunte
Itapoã,2024,27,Roubo de Veículo
Itapoã,2024,9,Roubo em Comércio
Itapoã,2024,4,Roubo em Transporte Coletivo
Jardim Botânico,2015,2,Furto em Veículo
Jardim Botânico,2015,0,Homicídio
Jardim Botânico,2015,0,LCSM (Lesão Corporal Seguida de Morte)
Jardim Botânico,2015,0,Latrocínio
Jardim Botânico,2015,12,Roubo a Transeunte
Jardim Botânico,2015,4,Roubo de Veículo
Jardim Botânico,2015,1,Roubo em Comércio
Jardim Botânico,2015,0,Roubo em Transporte Coletivo
Jardim Botânico,2016,13,Furto em Veículo
Jardim Botânico,2016,1,Homicídio
Jardim Botânico,2016,0,LCSM (Lesão Corporal Seguida de Morte)
Jardim Botânico,2016,0,Latrocínio
Jardim Botânico,2016,13,Roubo a Transeunte
Jardim Botânico,2016,4,Roubo de Veículo
Jardim Botânico,2016,9,Roubo em Comércio
Jardim Botânico,2016,0,Roubo em Transporte Coletivo
Jardim Botânico,2017,4,Furto em Veículo
Jardim Botânico,2017,0,Homicídio
Jardim Botânico,2017,0,LCSM (Lesão Corporal Seguida de Morte)
Jardim Botânico,2017,0,Latrocínio
Jardim Botânico,2017,17,Roubo a Transeunte
Jardim Botânico,2017,8,Roubo de Veículo
Jardim Botânico,2017,3,Roubo em Comércio
Jardim Botânico,2017,4,Roubo em Transporte Coletivo
Jardim Botânico,2018,14,Furto em Veículo
Jardim Botânico,2018,0,Homicídio
Jardim Botânico,2018,0,LCSM (Lesão Corporal Seguida de Morte)
Jardim Botânico,2018,0,Latrocínio
Jardim Botânico,2018,27,Roubo a Transeunte
Jardim Botânico,2018,8,Roubo de Veículo
Jardim Botânico,2018,5,Roubo em Comércio
Jardim Botânico,2018,2,Roubo em Transporte Coletivo
Jardim Botânico,2019,8,Furto em Veículo
Jardim Botânico,2019,0,Homicídio
Jardim Botânico,2019,0,LCSM (Lesão Corporal Seguida de Morte)
Jardim Botânico,2019,0,Latrocínio
Jardim Botânico,2019,18,Roubo a Transeunte
Jardim Botânico,2019,7,Roubo de Veículo
Jardim Botânico,2019,0,Roubo em Comércio
Jardim Botânico,2019,0,Roubo em Transporte Coletivo
Jardim Botânico,2020,9,Furto em Veículo
Jardim Botânico,2020,0,Homicídio
Jardim Botânico,2020,0,LCSM (Lesão Corporal Seguida de Morte)
Jardim Botânico,2020,0,Latrocínio
Jardim Botânico,2020,19,Roubo a Transeunte
Jardim Botânico,2020,6,Roubo de Veículo
Jardim Botânico,2020,4,Roubo em Comércio
Jardim Botânico,2020,1,Roubo em Transporte Coletivo
Jardim Botânico,2021,10,Furto em Veículo
Jardim Botânico,2021,1,Homicídio
Jardim Botânico,2021,0,LCSM (Lesão Corporal Seguida de Morte)
Jardim Botânico,2021,0,Latrocínio
Jardim Botânico,2021,12,Roubo a Transeunte
Jardim Botânico,2021,1,Roubo de Veículo
Jardim Botânico,2021,2,Roubo em Comércio
Jardim Botânico,2021,0,Roubo em Transporte Coletivo
Jardim Botânico,2022,5,Furto em Veículo
Jardim Botânico,2022,0,Homicídio
Jardim Botânico,2022,0,LCSM (Lesão Corporal Seguida de Morte)
Jardim Botânico,2022,0,Latrocínio
Jardim Botânico,2022,16,Roubo a Transeunte
Jardim Botânico,2022,3,Roubo de Veículo
Jardim Botânico,2022,0,Roubo em Comércio
Jardim Botânico,2022,0,Roubo em Transporte Coletivo
Jardim Botânico,2023,8,Furto em Veículo
Jardim Botânico,2023,0,Homicídio
Jardim Botânico,2023,0,LCSM (Lesão Corporal Seguida de Morte)
Jardim Botânico,2023,0,Latrocínio
Jardim Botânico,2023,31,Roubo a Transeunte
Jardim Botânico,2023,5,Roubo de Veículo
Jardim Botânico,2023,0,Roubo em Comércio
Jardim Botânico,2023,1,Roubo em Transporte Coletivo
Jardim Botânico,2024,10,Furto em Veículo
Jardim Botânico,2024,0,Homicídio
Jardim Botânico,2024,0,LCSM (Lesão Corporal Seguida de Morte)
Jardim Botânico,2024,0,Latrocínio
Jardim Botânico,2024,19,Roubo a Transeunte
Jardim Botânico,2024,0,Roubo de Veículo
Jardim Botânico,2024,1,Roubo em Comércio
Jardim Botânico,2024,1,Roubo em Transporte Coletivo
Lago Norte,2015,84,Furto em Veículo
Lago Norte,2015,5,Homicídio
Lago Norte,2015,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Norte,2015,0,Latrocínio
Lago Norte,2015,74,Roubo a Transeunte
Lago Norte,2015,23,Roubo de Veículo
Lago Norte,2015,11,Roubo em Comércio
Lago Norte,2015,8,Roubo em Transporte Coletivo
Lago Norte,2016,86,Furto em Veículo
Lago Norte,2016,1,Homicídio
Lago Norte,2016,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Norte,2016,0,Latrocínio
Lago Norte,2016,90,Roubo a Transeunte
Lago Norte,2016,29,Roubo de Veículo
Lago Norte,2016,9,Roubo em Comércio
Lago Norte,2016,2,Roubo em Transporte Coletivo
Lago Norte,2017,135,Furto em Veículo
Lago Norte,2017,1,Homicídio
Lago Norte,2017,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Norte,2017,0,Latrocínio
Lago Norte,2017,144,Roubo a Transeunte
Lago Norte,2017,59,Roubo de Veículo
Lago Norte,2017,3,Roubo em Comércio
Lago Norte,2017,21,Roubo em Transporte Coletivo
Lago Norte,2018,116,Furto em Veículo
Lago Norte,2018,1,Homicídio
Lago Norte,2018,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Norte,2018,0,Latrocínio
Lago Norte,2018,103,Roubo a Transeunte
Lago Norte,2018,32,Roubo de Veículo
Lago Norte,2018,7,Roubo em Comércio
Lago Norte,2018,9,Roubo em Transporte Coletivo
Lago Norte,2019,84,Furto em Veículo
Lago Norte,2019,2,Homicídio
Lago Norte,2019,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Norte,2019,0,Latrocínio
Lago Norte,2019,90,Roubo a Transeunte
Lago Norte,2019,20,Roubo de Veículo
Lago Norte,2019,2,Roubo em Comércio
Lago Norte,2019,4,Roubo em Transporte Coletivo
Lago Norte,2020,67,Furto em Veículo
Lago Norte,2020,1,Homicídio
Lago Norte,2020,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Norte,2020,0,Latrocínio
Lago Norte,2020,67,Roubo a Transeunte
Lago Norte,2020,11,Roubo de Veículo
Lago Norte,2020,1,Roubo em Comércio
Lago Norte,2020,12,Roubo em Transporte Coletivo
Lago Norte,2021,68,Furto em Veículo
Lago Norte,2021,2,Homicídio
Lago Norte,2021,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Norte,2021,1,Latrocínio
Lago Norte,2021,47,Roubo a Transeunte
Lago Norte,2021,14,Roubo de Veículo
Lago Norte,2021,1,Roubo em Comércio
Lago Norte,2021,6,Roubo em Transporte Coletivo
Lago Norte,2022,76,Furto em Veículo
Lago Norte,2022,2,Homicídio
Lago Norte,2022,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Norte,2022,0,Latrocínio
Lago Norte,2022,36,Roubo a Transeunte
Lago Norte,2022,4,Roubo de Veículo
Lago Norte,2022,1,Roubo em Comércio
Lago Norte,2022,0,Roubo em Transporte Coletivo
Lago Norte,2023,55,Furto em Veículo
Lago Norte,2023,2,Homicídio
Lago Norte,2023,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Norte,2023,0,Latrocínio
Lago Norte,2023,26,Roubo a Transeunte
Lago Norte,2023,14,Roubo de Veículo
Lago Norte,2023,1,Roubo em Comércio
Lago Norte,2023,4,Roubo em Transporte Coletivo
Lago Norte,2024,58,Furto em Veículo
Lago Norte,2024,1,Homicídio
Lago Norte,2024,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Norte,2024,0,Latrocínio
Lago Norte,2024,37,Roubo a Transeunte
Lago Norte,2024,8,Roubo de Veículo
Lago Norte,2024,0,Roubo em Comércio
Lago Norte,2024,1,Roubo em Transporte Coletivo
Lago Sul,2015,117,Furto em Veículo
Lago Sul,2015,0,Homicídio
Lago Sul,2015,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Sul,2015,1,Latrocínio
Lago Sul,2015,66,Roubo a Transeunte
Lago Sul,2015,17,Roubo de Veículo
Lago Sul,2015,26,Roubo em Comércio
Lago Sul,2015,2,Roubo em Transporte Coletivo
Lago Sul,2016,129,Furto em Veículo
Lago Sul,2016,1,Homicídio
Lago Sul,2016,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Sul,2016,0,Latrocínio
Lago Sul,2016,62,Roubo a Transeunte
Lago Sul,2016,13,Roubo de Veículo
Lago Sul,2016,7,Roubo em Comércio
Lago Sul,2016,2,Roubo em Transporte Coletivo
Lago Sul,2017,144,Furto em Veículo
Lago Sul,2017,1,Homicídio
Lago Sul,2017,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Sul,2017,0,Latrocínio
Lago Sul,2017,69,Roubo a Transeunte
Lago Sul,2017,29,Roubo de Veículo
Lago Sul,2017,9,Roubo em Comércio
Lago Sul,2017,15,Roubo em Transporte Coletivo
Lago Sul,2018,118,Furto em Veículo
Lago Sul,2018,1,Homicídio
Lago Sul,2018,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Sul,2018,2,Latrocínio
Lago Sul,2018,48,Roubo a Transeunte
Lago Sul,2018,17,Roubo de Veículo
Lago Sul,2018,8,Roubo em Comércio
Lago Sul,2018,1,Roubo em Transporte Coletivo
Lago Sul,2019,57,Furto em Veículo
Lago Sul,2019,0,Homicídio
Lago Sul,2019,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Sul,2019,0,Latrocínio
Lago Sul,2019,34,Roubo a Transeunte
Lago Sul,2019,16,Roubo de Veículo
Lago Sul,2019,3,Roubo em Comércio
Lago Sul,2019,1,Roubo em Transporte Coletivo
Lago Sul,2020,35,Furto em Veículo
Lago Sul,2020,0,Homicídio
Lago Sul,2020,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Sul,2020,0,Latrocínio
Lago Sul,2020,30,Roubo a Transeunte
Lago Sul,2020,7,Roubo de Veículo
Lago Sul,2020,1,Roubo em Comércio
Lago Sul,2020,3,Roubo em Transporte Coletivo
Lago Sul,2021,38,Furto em Veículo
Lago Sul,2021,0,Homicídio
Lago Sul,2021,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Sul,2021,0,Latrocínio
Lago Sul,2021,17,Roubo a Transeunte
Lago Sul,2021,7,Roubo de Veículo
Lago Sul,2021,1,Roubo em Comércio
Lago Sul,2021,2,Roubo em Transporte Coletivo
Lago Sul,2022,41,Furto em Veículo
Lago Sul,2022,0,Homicídio
Lago Sul,2022,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Sul,2022,0,Latrocínio
Lago Sul,2022,20,Roubo a Transeunte
Lago Sul,2022,2,Roubo de Veículo
Lago Sul,2022,0,Roubo em Comércio
Lago Sul,2022,0,Roubo em Transporte Coletivo
Lago Sul,2023,65,Furto em Veículo
Lago Sul,2023,0,Homicídio
Lago Sul,2023,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Sul,2023,0,Latrocínio
Lago Sul,2023,12,Roubo a Transeunte
Lago Sul,2023,4,Roubo de Veículo
Lago Sul,2023,0,Roubo em Comércio
Lago Sul,2023,1,Roubo em Transporte Coletivo
Lago Sul,2024,33,Furto em Veículo
Lago Sul,2024,1,Homicídio
Lago Sul,2024,0,LCSM (Lesão Corporal Seguida de Morte)
Lago Sul,2024,0,Latrocínio
Lago Sul,2024,21,Roubo a Transeunte
Lago Sul,2024,3,Roubo de Veículo
Lago Sul,2024,1,Roubo em Comércio
Lago Sul,2024,2,Roubo em Transporte Coletivo
Núcleo Bandeirante,2015,189,Furto em Veículo
Núcleo Bandeirante,2015,1,Homicídio
Núcleo Bandeirante,2015,0,LCSM (Lesão Corporal Seguida de Morte)
Núcleo Bandeirante,2015,0,Latrocínio
Núcleo Bandeirante,2015,241,Roubo a Transeunte
Núcleo Bandeirante,2015,49,Roubo de Veículo
Núcleo Bandeirante,2015,37,Roubo em Comércio
Núcleo Bandeirante,2015,3,Roubo em Transporte Coletivo
Núcleo Bandeirante,2016,224,Furto em Veículo
Núcleo Bandeirante,2016,3,Homicídio
Núcleo Bandeirante,2016,0,LCSM (Lesão Corporal Seguida de Morte)
Núcleo Bandeirante,2016,2,Latrocínio
Núcleo Bandeirante,2016,227,Roubo a Transeunte
Núcleo Bandeirante,2016,43,Roubo de Veículo
Núcleo Bandeirante,2016,23,Roubo em Comércio
Núcleo Bandeirante,2016,6,Roubo em Transporte Coletivo
Núcleo Bandeirante,2017,205,Furto em Veículo
Núcleo Bandeirante,2017,1,Homicídio
Núcleo Bandeirante,2017,0,LCSM (Lesão Corporal Seguida de Morte)
Núcleo Bandeirante,2017,0,Latrocínio
Núcleo Bandeirante,2017,208,Roubo a Transeunte
Núcleo Bandeirante,2017,30,Roubo de Veículo
Núcleo Bandeirante,2017,13,Roubo em Comércio
Núcleo Bandeirante,2017,6,Roubo em Transporte Coletivo
Núcleo Bandeirante,2018,114,Furto em Veículo
Núcleo Bandeirante,2018,3,Homicídio
Núcleo Bandeirante,2018,0,LCSM (Lesão Corporal Seguida de Morte)
Núcleo Bandeirante,2018,0,Latrocínio
Núcleo Bandeirante,2018,218,Roubo a Transeunte
Núcleo Bandeirante,2018,32,Roubo de Veículo
Núcleo Bandeirante,2018,14,Roubo em Comércio
Núcleo Bandeirante,2018,5,Roubo em Transporte Coletivo
Núcleo Bandeirante,2019,117,Furto em Veículo
Núcleo Bandeirante,2019,0,Homicídio
Núcleo Bandeirante,2019,0,LCSM (Lesão Corporal Seguida de Morte)
Núcleo Bandeirante,2019,0,Latrocínio
Núcleo Bandeirante,2019,202,Roubo a Transeunte
Núcleo Bandeirante,2019,28,Roubo de Veículo
Núcleo Bandeirante,2019,8,Roubo em Comércio
Núcleo Bandeirante,2019,5,Roubo em Transporte Coletivo
Núcleo Bandeirante,2020,96,Furto em Veículo
Núcleo Bandeirante,2020,2,Homicídio
Núcleo Bandeirante,2020,0,LCSM (Lesão Corporal Seguida de Morte)
Núcleo Bandeirante,2020,0,Latrocínio
Núcleo Bandeirante,2020,178,Roubo a Transeunte
Núcleo Bandeirante,2020,23,Roubo de Veículo
Núcleo Bandeirante,2020,10,Roubo em Comércio
Núcleo Bandeirante,2020,3,Roubo em Transporte Coletivo
Núcleo Bandeirante,2021,129,Furto em Veículo
Núcleo Bandeirante,2021,2,Homicídio
Núcleo Bandeirante,2021,0,LCSM (Lesão Corporal Seguida de Morte)
Núcleo Bandeirante,2021,0,Latrocínio
Núcleo Bandeirante,2021,116,Roubo a Transeunte
Núcleo Bandeirante,2021,7,Roubo de Veículo
Núcleo Bandeirante,2021,19,Roubo em Comércio
Núcleo Bandeirante,2021,1,Roubo em Transporte Coletivo
Núcleo Bandeirante,2022,150,Furto em Veículo
Núcleo Bandeirante,2022,3,Homicídio
Núcleo Bandeirante,2022,0,LCSM (Lesão Corporal Seguida de Morte)
Núcleo Bandeirante,2022,1,Latrocínio
Núcleo Bandeirante,2022,128,Roubo a Transeunte
Núcleo Bandeirante,2022,8,Roubo de Veículo
Núcleo Bandeirante,2022,4,Roubo em Comércio
Núcleo Bandeirante,2022,6,Roubo em Transporte Coletivo
Núcleo Bandeirante,2023,130,Furto em Veículo
Núcleo Bandeirante,2023,0,Homicídio
Núcleo Bandeirante,2023,0,LCSM (Lesão Corporal Seguida de Morte)
Núcleo Bandeirante,2023,0,Latrocínio
Núcleo Bandeirante,2023,90,Roubo a Transeunte
Núcleo Bandeirante,2023,9,Roubo de Veículo
Núcleo Bandeirante,2023,6,Roubo em Comércio
Núcleo Bandeirante,2023,3,Roubo em Transporte Coletivo
Núcleo Bandeirante,2024,109,Furto em Veículo
Núcleo Bandeirante,2024,2,Homicídio
Núcleo Bandeirante,2024,0,LCSM (Lesão Corporal Seguida de Morte)
Núcleo Bandeirante,2024,0,Latrocínio
Núcleo Bandeirante,2024,92,Roubo a Transeunte
Núcleo Bandeirante,2024,8,Roubo de Veículo
Núcleo Bandeirante,2024,8,Roubo em Comércio
Núcleo Bandeirante,2024,13,Roubo em Transporte Coletivo
Paranoá,2015,164,Furto em Veículo
Paranoá,2015,24,Homicídio
Paranoá,2015,0,LCSM (Lesão Corporal Seguida de Morte)
Paranoá,2015,1,Latrocínio
Paranoá,2015,900,Roubo a Transeunte
Paranoá,2015,83,Roubo de Veículo
Paranoá,2015,97,Roubo em Comércio
Paranoá,2015,25,Roubo em Transporte Coletivo
Paranoá,2016,233,Furto em Veículo
Paranoá,2016,32,Homicídio
Paranoá,2016,0,LCSM (Lesão Corporal Seguida de Morte)
Paranoá,2016,2,Latrocínio
Paranoá,2016,1324,Roubo a Transeunte
Paranoá,2016,114,Roubo de Veículo
Paranoá,2016,89,Roubo em Comércio
Paranoá,2016,16,Roubo em Transporte Coletivo
Paranoá,2017,199,Furto em Veículo
Paranoá,2017,11,Homicídio
Paranoá,2017,0,LCSM (Lesão Corporal Seguida de Morte)
Paranoá,2017,1,Latrocínio
Paranoá,2017,1350,Roubo a Transeunte
Paranoá,2017,76,Roubo de Veículo
Paranoá,2017,54,Roubo em Comércio
Paranoá,2017,31,Roubo em Transporte Coletivo
Paranoá,2018,169,Furto em Veículo
Paranoá,2018,11,Homicídio
Paranoá,2018,0,LCSM (Lesão Corporal Seguida de Morte)
Paranoá,2018,2,Latrocínio
Paranoá,2018,1014,Roubo a Transeunte
Paranoá,2018,63,Roubo de Veículo
Paranoá,2018,52,Roubo em Comércio
Paranoá,2018,12,Roubo em Transporte Coletivo
Paranoá,2019,228,Furto em Veículo
Paranoá,2019,14,Homicídio
Paranoá,2019,0,LCSM (Lesão Corporal Seguida de Morte)
Paranoá,2019,0,Latrocínio
Paranoá,2019,848,Roubo a Transeunte
Paranoá,2019,56,Roubo de Veículo
Paranoá,2019,64,Roubo em Comércio
Paranoá,2019,9,Roubo em Transporte Coletivo
Paranoá,2020,169,Furto em Veículo
Paranoá,2020,15,Homicídio
Paranoá,2020,0,LCSM (Lesão Corporal Seguida de Morte)
Paranoá,2020,4,Latrocínio
Paranoá,2020,551,Roubo a Transeunte
Paranoá,2020,30,Roubo de Veículo
Paranoá,2020,54,Roubo em Comércio
Paranoá,2020,8,Roubo em Transporte Coletivo
Paranoá,2021,168,Furto em Veículo
Paranoá,2021,14,Homicídio
Paranoá,2021,0,LCSM (Lesão Corporal Seguida de Morte)
Paranoá,2021,1,Latrocínio
Paranoá,2021,508,Roubo a Transeunte
Paranoá,2021,26,Roubo de Veículo
Paranoá,2021,43,Roubo em Comércio
Paranoá,2021,5,Roubo em Transporte Coletivo
Paranoá,2022,86,Furto em Veículo
Paranoá,2022,9,Homicídio
Paranoá,2022,0,LCSM (Lesão Corporal Seguida de Morte)
Paranoá,2022,0,Latrocínio
Paranoá,2022,750,Roubo a Transeunte
Paranoá,2022,26,Roubo de Veículo
Paranoá,2022,50,Roubo em Comércio
Paranoá,2022,5,Roubo em Transporte Coletivo
Paranoá,2023,111,Furto em Veículo
Paranoá,2023,11,Homicídio
Paranoá,2023,0,LCSM (Lesão Corporal Seguida de Morte)
Paranoá,2023,0,Latrocínio
Paranoá,2023,573,Roubo a Transeunte
Paranoá,2023,23,Roubo de Veículo
Paranoá,2023,21,Roubo em Comércio
Paranoá,2023,2,Roubo em Transporte Coletivo
Paranoá,2024,83,Furto em Veículo
Paranoá,2024,5,Homicídio
Paranoá,2024,0,LCSM (Lesão Corporal Seguida de Morte)
Paranoá,2024,0,Latrocínio
Paranoá,2024,449,Roubo a Transeunte
Paranoá,2024,15,Roubo de Veículo
Paranoá,2024,30,Roubo em Comércio
Paranoá,2024,3,Roubo em Transporte Coletivo
Park Way,2015,25,Furto em Veículo
Park Way,2015,1,Homicídio
Park Way,2015,0,LCSM (Lesão Corporal Seguida de Morte)
Park Way,2015,1,Latrocínio
Park Way,2015,27,Roubo a Transeunte
Park Way,2015,16,Roubo de Veículo
Park Way,2015,4,Roubo em Comércio
Park Way,2015,6,Roubo em Transporte Coletivo
Park Way,2016,31,Furto em Veículo
Park Way,2016,0,Homicídio
Park Way,2016,0,LCSM (Lesão Corporal Seguida de Morte)
Park Way,2016,0,Latrocínio
Park Way,2016,39,Roubo a Transeunte
Park Way,2016,21,Roubo de Veículo
Park Way,2016,3,Roubo em Comércio
Park Way,2016,6,Roubo em Transporte Coletivo
Park Way,2017,38,Furto em Veículo
Park Way,2017,0,Homicídio
Park Way,2017,0,LCSM (Lesão Corporal Seguida de Morte)
Park Way,2017,1,Latrocínio
Park Way,2017,39,Roubo a Transeunte
Park Way,2017,22,Roubo de Veículo
Park Way,2017,1,Roubo em Comércio
Park Way,2017,4,Roubo em Transporte Coletivo
Park Way,2018,31,Furto em Veículo
Park Way,2018,1,Homicídio
